utt_id,audio,text,prediction,snr,noise_type,dataset
VIVOSDEV01_R164_snr20,data\noisy\test\VIVOSDEV01_R164_snr20.wav,MỘT BÀ NGOẠI GIẶT ĐỒ THUÊ, Một bà ngoài dạc đồ hơi,20.0,free-sound,vivos
VIVOSDEV01_R164_snr10,data\noisy\test\VIVOSDEV01_R164_snr10.wav,MỘT BÀ NGOẠI GIẶT ĐỒ THUÊ," 1,3, ngoài dạc đồ thôi",10.0,free-sound,vivos
VIVOSDEV01_R164_snr5,data\noisy\test\VIVOSDEV01_R164_snr5.wav,MỘT BÀ NGOẠI GIẶT ĐỒ THUÊ," Một bà ngoài, nhắc đồ thôi",5.0,free-sound,vivos
VIVOSDEV01_R164_snr0,data\noisy\test\VIVOSDEV01_R164_snr0.wav,MỘT BÀ NGOẠI GIẶT ĐỒ THUÊ, Một bà mà nhắc đồ hơi,0.0,free-sound,vivos
VIVOSDEV01_R170_snr20,data\noisy\test\VIVOSDEV01_R170_snr20.wav,ĐÔI BÀN TAY EM KHÔNG ĐƯỢC MỀM MẠI VÀ NÕN NÀ, Đói bạn tay em không được miềm mại và nổng nè,20.0,free-sound,vivos
VIVOSDEV01_R170_snr10,data\noisy\test\VIVOSDEV01_R170_snr10.wav,ĐÔI BÀN TAY EM KHÔNG ĐƯỢC MỀM MẠI VÀ NÕN NÀ, Đói bạn tay em không được miềm mở và nổng nè,10.0,free-sound,vivos
VIVOSDEV01_R170_snr5,data\noisy\test\VIVOSDEV01_R170_snr5.wav,ĐÔI BÀN TAY EM KHÔNG ĐƯỢC MỀM MẠI VÀ NÕN NÀ, Đói bạn tay em không được miệng mại và nổng nè,5.0,free-sound,vivos
VIVOSDEV01_R170_snr0,data\noisy\test\VIVOSDEV01_R170_snr0.wav,ĐÔI BÀN TAY EM KHÔNG ĐƯỢC MỀM MẠI VÀ NÕN NÀ, Toi bạn tay em không được nhìn mở và nổng nè,0.0,free-sound,vivos
VIVOSDEV01_R172_snr20,data\noisy\test\VIVOSDEV01_R172_snr20.wav,TÂY GIANG VẪN CÒN KHẮC KHOẢI KHÔNG THỂ VÀO XÃ A NÔNG, Tì gian vẫn còn khắc khỏi không hở vào sã An Commission.,20.0,free-sound,vivos
VIVOSDEV01_R172_snr10,data\noisy\test\VIVOSDEV01_R172_snr10.wav,TÂY GIANG VẪN CÒN KHẮC KHOẢI KHÔNG THỂ VÀO XÃ A NÔNG, Tì gian vẫn còn khắc khỏi công hệ vào sã Anom.,10.0,free-sound,vivos
VIVOSDEV01_R172_snr5,data\noisy\test\VIVOSDEV01_R172_snr5.wav,TÂY GIANG VẪN CÒN KHẮC KHOẢI KHÔNG THỂ VÀO XÃ A NÔNG, Tì gian vẫn còn khách khỏi công hệ vào sã Anong.,5.0,free-sound,vivos
VIVOSDEV01_R172_snr0,data\noisy\test\VIVOSDEV01_R172_snr0.wav,TÂY GIANG VẪN CÒN KHẮC KHOẢI KHÔNG THỂ VÀO XÃ A NÔNG, Tì gian của khổ khắc phởi khổ khởi vào sở ai đóng,0.0,free-sound,vivos
